13,1.094
14,1.094
30,1.094
31,1.094
32,1.094
48,1.094
49,1.094
50,1.094
66,1.094
68,1.094
84,1.094
85,1.094
86,1.094
87,1.094
101,1.094
102,1.094
103,1.094
104,1.094
105,1.094
106,1.094
120,1.094
121,1.094
122,1.094
123,1.094
135,1.094
136,1.094
137,1.094
138,1.094
139,1.094
140,1.094
141,1.094
142,1.094
152,1.094
153,1.094
155,1.094
156,1.094
157,1.094
158,1.094
159,1.094
160,1.094
170,1.094
171,1.094
176,1.094
177,1.094
178,1.094
187,1.094
188,1.227415
189,1.094
191,1.094
192,1.094
193,1.094
194,1.094
195,1.131724
196,1.094
203,1.094
204,1.193455
205,1.155634
206,1.210693
208,1.185167
209,1.094
210,1.094
211,1.094
212,1.2034
213,1.19819
214,1.126176
219,1.094
220,1.094
221,1.094
222,1.178154
223,1.204986
224,1.199192
225,1.094
226,1.094
227,1.166933
228,1.094
230,1.094
231,1.094
232,1.094
236,1.094
237,1.094
238,1.094
239,1.094
240,1.094
241,1.16383
242,1.094
243,1.094
244,1.094
248,1.094
249,1.094
250,1.094
253,1.094
254,1.094
255,1.094
256,1.094
257,1.094
258,1.094
259,1.094
264,1.094
265,1.094
266,1.094
271,1.094
272,1.094
273,1.094
274,1.094
289,1.094
290,1.094
291,1.094
292,1.094
307,1.094
308,1.094
309,1.094
311,1.094
324,1.094
325,1.094
326,1.094
327,1.094
328,1.094
329,1.3675
343,1.094
344,1.094
345,1.094
346,1.094
361,1.094
362,1.094
363,1.094
364,1.094
381,1.094
