10,18,Index_163,m_2_Weather\2_SpatialModel\Big_Beef_30m_800m_Historic__PRISM_1981_2021\Site163_X_197_Y_344_1981_2021.csv
11,18,Index_164,m_2_Weather\2_SpatialModel\Big_Beef_30m_800m_Historic__PRISM_1981_2021\Site164_X_224_Y_344_1981_2021.csv
13,18,Index_165,m_2_Weather\2_SpatialModel\Big_Beef_30m_800m_Historic__PRISM_1981_2021\Site165_X_250_Y_344_1981_2021.csv
14,18,Index_166,m_2_Weather\2_SpatialModel\Big_Beef_30m_800m_Historic__PRISM_1981_2021\Site166_X_277_Y_344_1981_2021.csv
16,18,Index_167,m_2_Weather\2_SpatialModel\Big_Beef_30m_800m_Historic__PRISM_1981_2021\Site167_X_304_Y_344_1981_2021.csv
17,18,Index_168,m_2_Weather\2_SpatialModel\Big_Beef_30m_800m_Historic__PRISM_1981_2021\Site168_X_330_Y_344_1981_2021.csv
0,19,Index_169,m_2_Weather\2_SpatialModel\Big_Beef_30m_800m_Historic__PRISM_1981_2021\Site169_X_10_Y_370_1981_2021.csv
1,19,Index_170,m_2_Weather\2_SpatialModel\Big_Beef_30m_800m_Historic__PRISM_1981_2021\Site170_X_37_Y_370_1981_2021.csv
3,19,Index_171,m_2_Weather\2_SpatialModel\Big_Beef_30m_800m_Historic__PRISM_1981_2021\Site171_X_64_Y_370_1981_2021.csv
4,19,Index_172,m_2_Weather\2_SpatialModel\Big_Beef_30m_800m_Historic__PRISM_1981_2021\Site172_X_90_Y_370_1981_2021.csv
6,19,Index_173,m_2_Weather\2_SpatialModel\Big_Beef_30m_800m_Historic__PRISM_1981_2021\Site173_X_117_Y_370_1981_2021.csv
7,19,Index_174,m_2_Weather\2_SpatialModel\Big_Beef_30m_800m_Historic__PRISM_1981_2021\Site174_X_144_Y_370_1981_2021.csv
8,19,Index_175,m_2_Weather\2_SpatialModel\Big_Beef_30m_800m_Historic__PRISM_1981_2021\Site175_X_170_Y_370_1981_2021.csv
10,19,Index_176,m_2_Weather\2_SpatialModel\Big_Beef_30m_800m_Historic__PRISM_1981_2021\Site176_X_197_Y_370_1981_2021.csv
11,19,Index_177,m_2_Weather\2_SpatialModel\Big_Beef_30m_800m_Historic__PRISM_1981_2021\Site177_X_224_Y_370_1981_2021.csv
13,19,Index_178,m_2_Weather\2_SpatialModel\Big_Beef_30m_800m_Historic__PRISM_1981_2021\Site178_X_250_Y_370_1981_2021.csv
14,19,Index_179,m_2_Weather\2_SpatialModel\Big_Beef_30m_800m_Historic__PRISM_1981_2021\Site179_X_277_Y_370_1981_2021.csv
16,19,Index_180,m_2_Weather\2_SpatialModel\Big_Beef_30m_800m_Historic__PRISM_1981_2021\Site180_X_304_Y_370_1981_2021.csv
17,19,Index_181,m_2_Weather\2_SpatialModel\Big_Beef_30m_800m_Historic__PRISM_1981_2021\Site181_X_330_Y_370_1981_2021.csv
0,20,Index_182,m_2_Weather\2_SpatialModel\Big_Beef_30m_800m_Historic__PRISM_1981_2021\Site182_X_10_Y_397_1981_2021.csv
1,20,Index_183,m_2_Weather\2_SpatialModel\Big_Beef_30m_800m_Historic__PRISM_1981_2021\Site183_X_37_Y_397_1981_2021.csv
