4406,1.094
5094,1.094
5099,1.094
5447,1.094
5784,1.094
6128,1.094
6473,1.094
6477,1.094
7842,1.094
8552,1.094
8897,1.094
9579,1.094
9587,1.094
10261,1.094
10941,1.094
13705,1.094
14062,1.094
14417,1.094
14733,1.094
16117,1.094
16807,1.094
17842,1.094
18532,1.094
19222,1.094
19908,1.094
20600,1.094
21288,1.094
21636,1.094
21972,1.094
23360,1.094
24736,1.094
25768,1.094
25812,1.094
26455,1.094
26505,1.094
26847,1.094
27144,1.094
27191,1.094
27197,1.094
27876,1.094
27884,1.094
28174,1.094
28575,1.094
29209,1.094
29265,1.094
30262,1.094
30301,1.094
30614,1.094
30640,1.094
30934,1.094
30976,1.094
30977,1.094
30979,1.094
30980,1.094
30981,1.094
31297,1.094
31303,1.094
31317,1.094
31646,1.094
31680,1.094
31991,1.094
32007,1.094
32018,1.094
32345,1.094
32346,1.094
32348,1.094
32676,1.094
32679,1.094
32685,1.094
32695,1.094
32699,1.094
32702,1.094
32705,1.094
32715,1.094
33056,1.094
33069,1.094
33372,1.094
33713,1.094
33760,1.094
34026,1.094
34056,1.094
34066,1.094
34069,1.094
34072,1.094
34075,1.094
34079,1.094
34082,1.094
34085,1.094
34088,1.094
34092,1.094
34095,1.094
34099,1.094
34747,1.094
34782,1.094
34795,1.094
34810,1.094
35101,1.094
35437,1.094
35478,1.094
35479,1.094
35787,1.094
35800,1.094
35807,1.094
35813,1.094
35816,1.094
35819,1.094
35827,1.094
36129,1.094
36136,1.094
36521,1.094
36812,1.094
36829,1.094
37163,1.094
37522,1.094
37525,1.094
37529,1.094
37535,1.094
37554,1.094
37858,1.094
38198,1.094
38205,1.094
38222,1.094
38229,1.094
38232,1.094
38235,1.094
38241,1.094
38554,1.094
38557,1.094
38560,1.094
38564,1.094
38570,1.094
38589,1.094
38889,1.094
40269,1.094
40272,1.094
40275,1.094
41301,1.094
42684,1.094
42687,1.094
42690,1.094
44114,1.094
44417,1.094
44421,1.094
44425,1.094
44428,1.094
45118,1.094
45150,1.094
45453,1.094
45457,1.094
45840,1.094
46140,1.094
46142,1.094
46150,1.094
46482,1.094
46492,1.094
46499,1.094
46783,1.094
46789,1.094
46874,1.094
46877,1.094
47178,1.094
47529,1.094
47531,1.094
47534,1.094
47862,1.094
47868,1.094
47871,1.094
47911,1.094
48260,1.094
48846,1.094
49235,1.094
49288,1.094
49290,1.094
49292,1.094
49295,1.094
49593,1.094
49932,1.094
49986,1.094
50219,1.094
50224,1.094
50323,1.094
50325,1.094
50327,1.094
50676,1.094
51249,1.094
51254,1.094
51261,1.094
51306,1.094
52026,1.094
52290,1.094
52296,1.094
52332,1.094
52394,1.094
52397,1.094
52626,1.094
52629,1.094
52685,1.094
52692,1.094
53657,1.094
53661,1.094
53664,1.094
53710,1.094
53737,1.094
53740,1.094
53774,1.094
53777,1.094
54066,1.094
54079,1.094
54088,1.094
54126,1.094
54419,1.094
54698,1.094
54772,1.094
54775,1.094
54809,1.094
54812,1.094
55449,1.094
55807,1.094
55843,1.094
55851,1.094
55853,1.094
56064,1.094
56071,1.094
56076,1.094
56079,1.094
56135,1.094
56489,1.094
56494,1.094
56500,1.094
56503,1.094
56535,1.094
56536,1.094
56538,1.094
56878,1.094
56886,1.094
56888,1.094
57093,1.094
57099,1.094
57106,1.094
57111,1.094
57114,1.094
57146,1.094
57187,1.094
58254,1.094
58259,1.094
58262,1.094
58471,1.094
58474,1.094
58479,1.094
58941,1.094
59294,1.094
59297,1.094
59508,1.094
59514,1.094
60325,1.094
60543,1.094
60549,1.094
60665,1.094
60674,1.094
60677,1.094
61705,1.094
61711,1.094
61914,1.094
61918,1.094
61923,1.094
61929,1.094
62745,1.094
62946,1.094
62951,1.094
62956,1.094
62959,1.094
62964,1.094
63407,1.094
63415,1.094
63780,1.094
63998,1.094
64001,1.094
64323,1.094
64326,1.094
64331,1.094
64787,1.094
64791,1.094
64797,1.094
65160,1.094
65358,1.094
65361,1.094
65379,1.094
65482,1.094
65509,1.094
65698,1.094
65716,1.094
65823,1.094
66174,1.094
66393,1.094
66396,1.094
66414,1.094
66521,1.094
66539,1.094
66542,1.094
66546,1.094
67511,1.094
67517,1.094
67528,1.094
67531,1.094
67540,1.094
67564,1.094
67575,1.094
67578,1.094
67584,1.094
67791,1.094
67794,1.094
67797,1.094
67848,1.094
67888,1.094
67890,1.094
68120,1.094
68128,1.094
68129,1.094
68132,1.094
68206,1.094
68211,1.094
68214,1.094
68257,1.094
68259,1.094
68261,1.094
68262,1.094
68535,1.094
68541,1.094
68563,1.094
68566,1.094
68569,1.094
68575,1.094
68590,1.094
68616,1.094
68817,1.094
68876,1.094
68878,1.094
68883,1.094
68895,1.094
68940,1.094
68956,1.094
69161,1.094
69164,1.094
69219,1.094
69303,1.094
69505,1.094
69508,2.188
69516,1.094
69519,1.094
69522,1.094
69588,1.094
69594,1.094
69651,1.094
69849,1.094
69853,1.094
69854,1.094
69906,1.094
69928,1.094
69936,1.094
69944,1.094
69982,1.094
70189,1.094
70193,1.094
70196,1.094
70198,1.094
70302,1.094
70305,1.094
70325,1.094
70326,2.188
70329,1.094
70330,1.094
70537,1.094
70538,1.094
70540,1.094
70541,1.094
70542,2.188
70614,1.094
70629,1.094
70640,1.094
70643,1.094
70665,1.094
70668,1.094
70669,1.094
70672,1.094
70676,1.094
70677,1.094
70678,1.094
70681,1.094
70687,1.094
70886,1.094
70887,1.094
70888,1.094
