10,24,Index_0,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site0_X_10_Y_24_1981_2021.csv
37,24,Index_1,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site1_X_37_Y_24_1981_2021.csv
64,24,Index_2,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site2_X_64_Y_24_1981_2021.csv
90,24,Index_3,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site3_X_90_Y_24_1981_2021.csv
117,24,Index_4,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site4_X_117_Y_24_1981_2021.csv
144,24,Index_5,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site5_X_144_Y_24_1981_2021.csv
170,24,Index_6,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site6_X_170_Y_24_1981_2021.csv
197,24,Index_7,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site7_X_197_Y_24_1981_2021.csv
224,24,Index_8,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site8_X_224_Y_24_1981_2021.csv
250,24,Index_9,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site9_X_250_Y_24_1981_2021.csv
277,24,Index_10,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site10_X_277_Y_24_1981_2021.csv
304,24,Index_11,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site11_X_304_Y_24_1981_2021.csv
330,24,Index_12,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site12_X_330_Y_24_1981_2021.csv
10,50,Index_13,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site13_X_10_Y_50_1981_2021.csv
37,50,Index_14,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site14_X_37_Y_50_1981_2021.csv
64,50,Index_15,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site15_X_64_Y_50_1981_2021.csv
90,50,Index_16,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site16_X_90_Y_50_1981_2021.csv
117,50,Index_17,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site17_X_117_Y_50_1981_2021.csv
144,50,Index_18,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site18_X_144_Y_50_1981_2021.csv
170,50,Index_19,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site19_X_170_Y_50_1981_2021.csv
197,50,Index_20,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site20_X_197_Y_50_1981_2021.csv
224,50,Index_21,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site21_X_224_Y_50_1981_2021.csv
250,50,Index_22,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site22_X_250_Y_50_1981_2021.csv
277,50,Index_23,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site23_X_277_Y_50_1981_2021.csv
304,50,Index_24,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site24_X_304_Y_50_1981_2021.csv
330,50,Index_25,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site25_X_330_Y_50_1981_2021.csv
10,77,Index_26,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site26_X_10_Y_77_1981_2021.csv
37,77,Index_27,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site27_X_37_Y_77_1981_2021.csv
64,77,Index_28,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site28_X_64_Y_77_1981_2021.csv
90,77,Index_29,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site29_X_90_Y_77_1981_2021.csv
117,77,Index_30,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site30_X_117_Y_77_1981_2021.csv
144,77,Index_31,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site31_X_144_Y_77_1981_2021.csv
170,77,Index_32,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site32_X_170_Y_77_1981_2021.csv
197,77,Index_33,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site33_X_197_Y_77_1981_2021.csv
224,77,Index_34,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site34_X_224_Y_77_1981_2021.csv
250,77,Index_35,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site35_X_250_Y_77_1981_2021.csv
277,77,Index_36,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site36_X_277_Y_77_1981_2021.csv
304,77,Index_37,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site37_X_304_Y_77_1981_2021.csv
330,77,Index_38,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site38_X_330_Y_77_1981_2021.csv
10,104,Index_39,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site39_X_10_Y_104_1981_2021.csv
37,104,Index_40,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site40_X_37_Y_104_1981_2021.csv
64,104,Index_41,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site41_X_64_Y_104_1981_2021.csv
90,104,Index_42,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site42_X_90_Y_104_1981_2021.csv
117,104,Index_43,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site43_X_117_Y_104_1981_2021.csv
144,104,Index_44,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site44_X_144_Y_104_1981_2021.csv
170,104,Index_45,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site45_X_170_Y_104_1981_2021.csv
197,104,Index_46,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site46_X_197_Y_104_1981_2021.csv
224,104,Index_47,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site47_X_224_Y_104_1981_2021.csv
250,104,Index_48,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site48_X_250_Y_104_1981_2021.csv
277,104,Index_49,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site49_X_277_Y_104_1981_2021.csv
304,104,Index_50,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site50_X_304_Y_104_1981_2021.csv
330,104,Index_51,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site51_X_330_Y_104_1981_2021.csv
10,130,Index_52,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site52_X_10_Y_130_1981_2021.csv
37,130,Index_53,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site53_X_37_Y_130_1981_2021.csv
64,130,Index_54,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site54_X_64_Y_130_1981_2021.csv
90,130,Index_55,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site55_X_90_Y_130_1981_2021.csv
117,130,Index_56,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site56_X_117_Y_130_1981_2021.csv
144,130,Index_57,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site57_X_144_Y_130_1981_2021.csv
170,130,Index_58,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site58_X_170_Y_130_1981_2021.csv
197,130,Index_59,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site59_X_197_Y_130_1981_2021.csv
224,130,Index_60,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site60_X_224_Y_130_1981_2021.csv
250,130,Index_61,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site61_X_250_Y_130_1981_2021.csv
277,130,Index_62,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site62_X_277_Y_130_1981_2021.csv
304,130,Index_63,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site63_X_304_Y_130_1981_2021.csv
330,130,Index_64,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site64_X_330_Y_130_1981_2021.csv
10,157,Index_65,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site65_X_10_Y_157_1981_2021.csv
37,157,Index_66,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site66_X_37_Y_157_1981_2021.csv
64,157,Index_67,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site67_X_64_Y_157_1981_2021.csv
90,157,Index_68,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site68_X_90_Y_157_1981_2021.csv
117,157,Index_69,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site69_X_117_Y_157_1981_2021.csv
144,157,Index_70,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site70_X_144_Y_157_1981_2021.csv
170,157,Index_71,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site71_X_170_Y_157_1981_2021.csv
197,157,Index_72,./m_2_Weather/2_SpatialModel/Big_Beef_30m_800m_Historic__PRISM_1981_2021/Site72_X_197_Y_157_1981_2021.csv
